,topic,username,repo_name,repo_desc,stars,repo_url,tags
6,Command line interface,wagoodman,dive,A tool for exploring each layer in a docker image,39964,https://github.com/wagoodman/dive,"['docker', 'cli', 'docker-image', 'inspector', 'tui', 'explorer']"
7,Command line interface,google,zx,A tool for writing better scripts,39295,https://github.com/google/zx,"['nodejs', 'javascript', 'shell', 'bash', 'cli']"
8,Command line interface,chubin,cheat.sh,the only cheat sheet you need,36724,https://github.com/chubin/cheat.sh,"['cli', 'documentation', 'terminal', 'command-line', 'curl', 'examples', 'help', 'tldr', 'cheatsheet', 'hacktoberfest2021']"
9,Command line interface,n8n-io,n8n,Free and source-available fair-code licensed workflow automation tool. Easily automate tasks across different services.,36415,https://github.com/n8n-io/n8n,"['docker', 'cli', 'workflow', 'integrations', 'development', 'automation', 'node', 'typescript', 'iaas', 'data-flow', 'self-hosted', 'ipaas', 'apis', 'automated', 'workflow-automation', 'low-code', 'integration-framework', 'low-code-development-platform', 'n8n', 'low-code-platform']"
10,Command line interface,spf13,cobra,A Commander for modern Go CLI interactions,34642,https://github.com/spf13/cobra,"['go', 'cli', 'golang', 'commandline', 'command', 'command-line', 'posix', 'subcommands', 'cli-app', 'golang-library', 'cobra', 'golang-application', 'cobra-library', 'cobra-generator', 'posix-compliant-flags', 'command-cobra']"
11,Command line interface,cli,cli,GitHub’s official command line tool,34134,https://github.com/cli/cli,"['git', 'cli', 'golang', 'github-api-v4']"
12,Command line interface,httpie,cli,"🥧 HTTPie CLI — modern, user-friendly command-line HTTP client for the API era. JSON support, colors, sessions, downloads, plugins & more.",30618,https://github.com/httpie/cli,"['python', 'api', 'debugging', 'cli', 'http', 'client', 'devops', 'json', 'development', 'terminal', 'web', 'rest', 'curl', 'rest-api', 'http-client', 'api-client', 'developer-tools', 'usability', 'api-testing', 'httpie']"
13,Command line interface,sharkdp,fd,"A simple, fast and user-friendly alternative to 'find'",30047,https://github.com/sharkdp/fd,"['search', 'rust', 'cli', 'terminal', 'command-line', 'tool', 'filesystem', 'regex', 'hacktoberfest']"
14,Command line interface,alebcay,awesome-shell,"A curated list of awesome command-line frameworks, toolkits, guides and gizmos. Inspired by awesome-php.",29628,https://github.com/alebcay/awesome-shell,"['shell', 'bash', 'zsh', 'cli', 'fish', 'list', 'awesome', 'awesome-list']"
15,Command line interface,ibraheemdev,modern-unix,A collection of modern/faster/saner alternatives to common unix commands.,28899,https://github.com/ibraheemdev/modern-unix,"['shell', 'cli', 'lists', 'unix', 'terminal', 'tools', 'command-line']"
16,Command line interface,acheong08,ChatGPT,Reverse engineered ChatGPT API,27700,https://github.com/acheong08/ChatGPT,"['cli', 'library', 'pypi-package', 'chatgpt', 'gptchat', 'revchatgpt', 'gpt-35-turbo']"
17,Command line interface,tqdm,tqdm,"⚡ A Fast, Extensible Progress Bar for Python and CLI",26715,https://github.com/tqdm/tqdm,"['python', 'cli', 'console', 'gui', 'time', 'terminal', 'telegram', 'utilities', 'jupyter', 'progress', 'discord', 'progress-bar', 'parallel', 'keras', 'meter', 'progressbar', 'pandas', 'progressmeter', 'rate', 'closember']"
18,Command line interface,angular,angular-cli,CLI tool for Angular,26407,https://github.com/angular/angular-cli,"['cli', 'angular', 'typescript', 'angular-cli']"
19,Command line interface,google,python-fire,Python Fire is a library for automatically generating command line interfaces (CLIs) from absolutely any Python object.,25733,https://github.com/google/python-fire,"['python', 'cli']"
0,Clojure,metabase,metabase,"The simplest, fastest way to get business intelligence and analytics to everyone in your company 😋",35334,https://github.com/metabase/metabase,"['visualization', 'mysql', 'slack', 'postgres', 'data', 'clojure', 'bi', 'database', 'dashboard', 'analytics', 'reporting', 'businessintelligence', 'postgresql', 'data-visualization', 'metabase', 'business-intelligence', 'data-analysis', 'sql-editor']"
1,Clojure,logseq,logseq,"A privacy-first, open-source platform for knowledge management and collaboration. Download link: http://github.com/logseq/logseq/releases. roadmap: http://trello.com/b/8txSM12G/roadmap",27309,https://github.com/logseq/logseq,"['git', 'markdown', 'clojure', 'graph', 'clojurescript', 'knowledge-graph', 'org-mode', 'note-taking', 'knowledge-base', 'pkm', 'local-first']"
2,Clojure,penpot,penpot,Penpot - The Open-Source design & prototyping platform,25115,https://github.com/penpot/penpot,"['design', 'clojure', 'ui', 'clojurescript', 'prototyping', 'ux-experience', 'ux-design']"
3,Clojure,deeplearning4j,deeplearning4j,"Suite of tools for deploying and training deep learning models using the JVM. Highlights include model import for keras, tensorflow, and onnx/pytorch, a modular and tiny c++ library for running math code and a java based math library on top of the core c++ library. Also includes samediff: a pytorch/tensorflow like library for running deep learni…",13283,https://github.com/deeplearning4j/deeplearning4j,"['python', 'java', 'clojure', 'scala', 'spark', 'hadoop', 'gpu', 'intellij', 'linear-algebra', 'artificial-intelligence', 'deeplearning', 'neural-nets', 'dl4j', 'matrix-library', 'deeplearning4j']"
4,Clojure,LightTable,LightTable,The Light Table IDE ⛺,11730,https://github.com/LightTable/LightTable,"['editor', 'clojure', 'clojurescript', 'ide', 'lighttable', 'clojure-development']"
5,Clojure,kanaka,mal,mal - Make a Lisp,9646,https://github.com/kanaka/mal,"['javascript', 'ruby', 'python', 'c', 'java', 'c-sharp', 'bash', 'swift', 'docker', 'php', 'c-plus-plus', 'clojure', 'r', 'scala', 'lisp', 'makefile', 'webassembly', 'learn-to-code', 'mal', 'lisp-interpreter']"
6,Clojure,lk-geimfari,awesomo,Cool open source projects. Choose your project and get involved in Open Source development now.,9119,https://github.com/lk-geimfari/awesomo,"['ruby', 'python', 'rust', 'open-source', 'list', 'clojure', 'haskell', 'awesome', 'typescript', 'erlang', 'elixir', 'scala', 'lisp', 'lua', 'emacs-lisp', 'ocaml', 'projects', 'dev']"
7,Clojure,tonsky,datascript,"Immutable database and Datalog query engine for Clojure, ClojureScript and JS",5268,https://github.com/tonsky/datascript,"['clojure', 'database', 'clojurescript', 'memory-database', 'datascript']"
8,Clojure,reagent-project,reagent,A minimalistic ClojureScript interface to React.js,4689,https://github.com/reagent-project/reagent,"['react', 'clojure', 'frontend', 'clojurescript', 'reagent', 'hiccup']"
9,Clojure,izhangzhihao,intellij-rainbow-brackets,🌈Rainbow Brackets for IntelliJ based IDEs/Android Studio/HUAWEI DevEco Studio,4226,https://github.com/izhangzhihao/intellij-rainbow-brackets,"['kotlin', 'java', 'clojure', 'scala', 'intellij', 'rainbow', 'intellij-plugin', 'android-studio', 'rainbowify', 'rainbow-brackets', 'rainbow-parentheses']"
10,Clojure,riemann,riemann,"A network event stream processing system, in Clojure.",4192,https://github.com/riemann/riemann,"['events', 'clojure', 'monitoring', 'metrics', 'logging', 'riemann', 'monitoring-tool']"
11,Clojure,weavejester,compojure,A concise routing library for Ring/Clojure,4047,https://github.com/weavejester/compojure,"['http', 'clojure', 'routing', 'ring']"
12,Clojure,bbatsov,clojure-style-guide,A community coding style guide for the Clojure programming language,3969,https://github.com/bbatsov/clojure-style-guide,"['styleguide', 'clojure', 'style-guide']"
13,Clojure,status-im,status-mobile,"a free (libre) open source, mobile OS for Ethereum",3766,https://github.com/status-im/status-mobile,"['android', 'ios', 'clojure', 'mobile', 'react-native', 'clojurescript', 'ethereum', 'messenger', 'blockchain', 'reagent', 're-frame', 'cryptocurrency', 'wallet', 'reactnative', 'react-native-app']"
14,Clojure,ring-clojure,ring,Clojure HTTP server abstraction,3677,https://github.com/ring-clojure/ring,"['http', 'clojure', 'web', 'ring']"
15,Clojure,babashka,babashka,"Native, fast starting Clojure interpreter for scripting",3669,https://github.com/babashka/babashka,"['bash', 'clojure', 'scripting', 'graalvm', 'shell-scripting', 'babashka']"
16,Clojure,clojure-emacs,cider,The Clojure Interactive Development Environment that Rocks for Emacs,3484,https://github.com/clojure-emacs/cider,"['clojure', 'emacs', 'emacs-lisp', 'clojure-development', 'cider']"
17,Clojure,defold,defold,"Defold is a completely free to use game engine for development of desktop, mobile and web games.",3430,https://github.com/defold/defold,"['c-plus-plus', 'gamedev', 'multi-platform', 'clojure', 'game-engine', 'game-development', 'defold', 'hacktoberfest']"
18,Clojure,viebel,klipse,Klipse is a JavaScript plugin for embedding interactive code snippets in tech blogs.,3081,https://github.com/viebel/klipse,"['react', 'javascript', 'ruby', 'python', 'scheme', 'clojure', 'lua', 'clojurescript', 'reactjs', 'common-lisp', 'ocaml', 'brainfuck', 'evaluation', 'prolog', 'codemirror-editor', 'reasonml', 'interactive-snippets', 'code-evaluation', 'klipse-plugin']"
19,Clojure,tallesl,Rich-Hickey-fanclub,"""every time I watch one of his talks I feel like someone has gone in and organized my brain""",2997,https://github.com/tallesl/Rich-Hickey-fanclub,"['clojure', 'functional-programming', 'rich-hickey']"
0,Code quality,realm,SwiftLint,A tool to enforce Swift style and conventions.,18011,https://github.com/realm/SwiftLint,"['swift', 'linting', 'linter', 'static-analysis', 'code-quality', 'hacktoberfest']"
1,Code quality,facebook,infer,"A static analyzer for Java, C, C++, and Objective-C",14537,https://github.com/facebook/infer,"['c', 'java', 'objective-c', 'cpp', 'static-code-analysis', 'static-analysis', 'code-quality']"
2,Code quality,analysis-tools-dev,static-analysis,"⚙️ A curated list of static analysis (SAST) tools and linters for all programming languages, config files, build tools, and more. The focus is on tools which improve code quality.",12448,https://github.com/analysis-tools-dev/static-analysis,"['analysis', 'static-code-analysis', 'linter', 'static-analysis', 'awesome-list', 'code-quality', 'static-analyzers', 'sast']"
3,Code quality,Kristories,awesome-guidelines,A curated list of high quality coding style conventions and standards.,9184,https://github.com/Kristories/awesome-guidelines,"['coding-conventions', 'awesome', 'style-guide', 'awesome-list', 'code-quality', 'guidelines', 'hacktoberfest', 'style-conventions', 'awesome-guidelines']"
4,Code quality,federico-busato,Modern-CPP-Programming,Modern C++ Programming Course (C++11/14/17/20),8309,https://github.com/federico-busato/Modern-CPP-Programming,"['debugging', 'template', 'c-plus-plus', 'programming', 'course', 'cpp', 'optimization', 'conversion', 'cpp14', 'cpp11', 'pointer', 'arithmetic', 'compilers', 'cpp17', 'code-quality', 'cpp-course', 'object-oriented-programming', 'cpp20', 'arithmetic-types']"
5,Code quality,SonarSource,sonarqube,Continuous Inspection,8267,https://github.com/SonarSource/sonarqube,"['static-analysis', 'sonarqube', 'code-quality']"
6,Code quality,checkstyle,checkstyle,"Checkstyle is a development tool to help programmers write Java code that adheres to a coding standard. By default it supports the Google Java Style Guide and Sun Code Conventions, but is highly configurable. It can be invoked with an ANT task and a command line program.",7971,https://github.com/checkstyle/checkstyle,"['java', 'static-code-analysis', 'static-analysis', 'code-quality', 'command-line-tool']"
7,Code quality,reviewdog,reviewdog,🐶 Automated code review tool integrated with any code analysis tools regardless of programming language,6945,https://github.com/reviewdog/reviewdog,"['github', 'lint', 'go', 'cli', 'gitlab', 'static-code-analysis', 'ci', 'linter', 'static-analysis', 'bitbucket', 'code-review', 'code-quality', 'codereview']"
8,Code quality,facebook,pyre-check,Performant type-checking for python.,6588,https://github.com/facebook/pyre-check,"['python', 'security', 'typechecker', 'static-analysis', 'ocaml', 'control-flow-analysis', 'code-quality', 'program-analysis', 'taint-analysis', 'abstract-interpretation', 'type-check']"
9,Code quality,detekt,detekt,Static code analysis for Kotlin,5860,https://github.com/detekt/detekt,"['kotlin', 'lint', 'analysis', 'linter', 'static-analysis', 'static', 'gradle-plugin', 'code-quality', 'hacktoberfest', 'codesmells']"
10,Code quality,import-js,eslint-plugin-import,ESLint plugin with rules that help validate proper imports.,5139,https://github.com/import-js/eslint-plugin-import,"['javascript', 'lint', 'eslint', 'linting', 'eslint-plugin', 'import', 'code-quality', 'hacktoberfest']"
11,Code quality,trekhleb,state-of-the-art-shitcode,💩State-of-the-art shitcode principles your project should follow to call it a proper shitcode,5096,https://github.com/trekhleb/state-of-the-art-shitcode,"['javascript', 'styleguide', 'programming', 'best-practices', 'principles', 'coding', 'code-quality', 'best-practice', 'style-guides']"
12,Code quality,pylint-dev,pylint,It's not just a linter that annoys you!,4981,https://github.com/pylint-dev/pylint,"['static-code-analysis', 'linter', 'static-analysis', 'code-quality', 'pep8', 'hacktoberfest', 'closember']"
13,Code quality,simplecov-ruby,simplecov,Code coverage for Ruby with a powerful configuration library and automatic merging of coverage across test suites,4669,https://github.com/simplecov-ruby/simplecov,"['ruby', 'rails', 'coverage', 'coverage-report', 'test-coverage', 'code-quality', 'coverage-library']"
14,Code quality,pmd,pmd,An extensible multilanguage static code analyzer.,4521,https://github.com/pmd/pmd,"['java', 'swift', 'static-code-analysis', 'linter', 'static-analysis', 'code-analysis', 'plsql', 'apex', 'code-quality']"
15,Code quality,phpro,grumphp,A PHP code-quality tool,4044,https://github.com/phpro/grumphp,"['php', 'composer-plugin', 'code-quality', 'git-hooks', 'hacktoberfest']"
16,Code quality,kucherenko,jscpd,Copy/paste detector for programming source code.,3311,https://github.com/kucherenko/jscpd,"['quality', 'duplicates', 'detector', 'code-quality', 'cpd', 'copy-paste', 'duplications', 'clones-detection', 'detect-duplications']"
17,Code quality,htmlhint,HTMLHint,⚙️ The static code analysis tool you need for your HTML,3008,https://github.com/htmlhint/HTMLHint,"['javascript', 'html', 'analysis', 'code-analysis', 'code-quality', 'htmlhint', 'hint']"
18,Code quality,codeclimate,codeclimate,Code Climate CLI,2448,https://github.com/codeclimate/codeclimate,"['docker', 'quality', 'static-code-analysis', 'static-analysis', 'code-quality', 'codeclimate', 'codeclimate-engine', 'climate-cli']"
19,Code quality,wemake-services,wemake-python-styleguide,The strictest and most opinionated python linter ever!,2344,https://github.com/wemake-services/wemake-python-styleguide,"['python', 'styleguide', 'linter', 'python3', 'flake8', 'code-quality', 'hacktoberfest', 'flake8-plugin', 'wemake-services', 'wemake']"
0,Code review,ovity,octotree,GitHub on steroids,22608,https://github.com/ovity/octotree,"['github', 'firefox', 'chrome', 'opera', 'safari', 'edge', 'code-review', 'browser-extension', 'code-files', 'pull-request-review']"
1,Code review,gitpod-io,gitpod,The developer platform for on-demand cloud development environments to create software faster and more securely.,11877,https://github.com/gitpod-io/gitpod,"['editor', 'cloud', 'jetbrains', 'ide', 'vscode', 'cloud-ide', 'code-review', 'disposable', 'developer-experience', 'ephemeral', 'cloud-development', 'dev-environment', 'cde', 'developer-environment', 'gitpod', 'prebuilds', 'remote-development', 'remote-devtools', 'cloud-development-environments']"
2,Code review,reviewdog,reviewdog,🐶 Automated code review tool integrated with any code analysis tools regardless of programming language,6945,https://github.com/reviewdog/reviewdog,"['github', 'lint', 'go', 'cli', 'gitlab', 'static-code-analysis', 'ci', 'linter', 'static-analysis', 'bitbucket', 'code-review', 'code-quality', 'codereview']"
3,Code review,danger,danger,"🚫 Stop saying ""you forgot to …"" in code review (in Ruby)",5284,https://github.com/danger/danger,"['github', 'automation', 'gitlab', 'ci', 'danger', 'bitbucket', 'travis', 'circle', 'code-review']"
4,Code review,danger,danger-js,"⚠️ Stop saying ""you forgot to …"" in code review",5105,https://github.com/danger/danger-js,"['jenkins', 'ci', 'danger', 'travis', 'circle', 'code-review', 'danger-js', 'github-actions']"
5,Code review,joho,awesome-code-review,"An ""Awesome"" list of code review resources - articles, papers, tools, etc",4119,https://github.com/joho/awesome-code-review,"['awesome', 'code-review', 'awesome-list', 'code-reviews']"
6,Code review,Codium-ai,pr-agent,"🚀CodiumAI PR-Agent: An AI-Powered 🤖 Tool for Automated Pull Request Analysis, Feedback, Suggestions and More! 💻🔍",2960,https://github.com/Codium-ai/pr-agent,"['devtools', 'openai', 'pull-request', 'code-review', 'pull-requests', 'codereview', 'coding-assistant', 'gpt-4']"
7,Code review,ajinabraham,nodejsscan,nodejsscan is a static security code scanner for Node.js applications.,2268,https://github.com/ajinabraham/nodejsscan,"['nodejs', 'javascript', 'lint', 'security', 'node', 'static-analysis', 'code-analysis', 'code-review', 'security-scanner', 'devsecops', 'sast', 'node-security', 'nodejsscan']"
8,Code review,microsoft,vscode-pull-request-github,GitHub Pull Requests for Visual Studio Code,2142,https://github.com/microsoft/vscode-pull-request-github,"['github', 'vscode', 'code-review', 'pull-requests']"
9,Code review,crev-dev,cargo-crev,A cryptographically verifiable code review system for the cargo (Rust) package manager.,1960,https://github.com/crev-dev/cargo-crev,"['security', 'review', 'scalable', 'code', 'decentralized', 'p2p', 'code-review', 'trust']"
10,Code review,houndci,hound,Automated code review for GitHub pull requests.,1936,https://github.com/houndci/hound,"['react', 'javascript', 'ruby', 'rails', 'review', 'continuous-integration', 'code-review', 'hound']"
11,Code review,mbj,mutant,Automated code reviews via mutation testing - semantic code coverage.,1908,https://github.com/mbj/mutant,"['ruby', 'coverage', 'mutation-testing', 'rspec', 'static-analysis', 'code-review', 'dynamic-analysis', 'mutant', 'minitest', 'code-quality-analyzer', 'static-anaysis', 'uncovered-semantics']"
12,Code review,Tencent,CodeAnalysis,Static Code Analysis - 静态代码分析,1528,https://github.com/Tencent/CodeAnalysis,"['code-analysis', 'code-review', 'code-quality', 'program-analysis', 'python37', 'code-quality-analyzer']"
13,Code review,reviewboard,reviewboard,An extensible and friendly code review tool for projects and companies of all sizes.,1517,https://github.com/reviewboard/reviewboard,"['javascript', 'python', 'developer-tools', 'code-review', 'codereview']"
14,Code review,ryanmcdermott,code-review-tips,🔬 Common problems to look for in a code review,1415,https://github.com/ryanmcdermott/code-review-tips,"['javascript', 'reviews', 'readability', 'code-review', 'review-process', 'review-tips']"
15,Code review,bit4woo,python_sec,python安全和代码审计相关资料收集 resource collection of python security and code review,1263,https://github.com/bit4woo/python_sec,"['python', 'security', 'django', 'code-review', 'python-security', 'python-django', 'dangerous-python-functions']"
16,Code review,code-review-checklists,java-concurrency,Checklist for code reviews,1225,https://github.com/code-review-checklists/java-concurrency,"['java', 'checklist', 'concurrency', 'code-review', 'thread-safety', 'race-conditions', 'java-concurrency']"
17,Code review,coderabbitai,ai-pr-reviewer,AI-based Pull Request Summarizer and Reviewer with Chat Capabilities.,1134,https://github.com/coderabbitai/ai-pr-reviewer,"['openai', 'code-review', 'github-action', 'gpt-4']"
18,Code review,mattzcarey,code-review-gpt,"Your personal code reviewer powered by LLMs (OpenAI GPT-3.5/4, Llama2, Azure AI) & Embeddings ⚡️ Improve code quality and catch bugs before you break production 🚀",1087,https://github.com/mattzcarey/code-review-gpt,"['opensource', 'code-analysis', 'openai', 'code-review', 'code-quality', 'huggingface', 'gpt-3', 'gpt4', 'llm', 'llms', 'chatgpt', 'langchain', 'langchain-typescript']"
19,Code review,TeamCodeStream,codestream,The Code Collaboration Tool Built for Remote Teams,913,https://github.com/TeamCodeStream/codestream,"['github', 'open-source', 'trello', 'jira', 'gitlab', 'jetbrains', 'vscode', 'bitbucket', 'pull-request', 'code-review']"
0,Compiler,vercel,next.js,The React Framework,116097,https://github.com/vercel/next.js,"['react', 'blog', 'static-site-generator', 'components', 'node', 'browser', 'compiler', 'universal', 'nextjs', 'static', 'server-rendering', 'hybrid', 'ssg', 'vercel']"
1,Compiler,rust-lang,rust,Empowering everyone to build reliable and efficient software.,88412,https://github.com/rust-lang/rust,"['language', 'rust', 'compiler', 'hacktoberfest']"
2,Compiler,sveltejs,svelte,Cybernetically enhanced web apps,74629,https://github.com/sveltejs/svelte,"['template', 'ui', 'compiler']"
3,Compiler,webpack,webpack,"A bundler for javascript and friends. Packs many modules into a few bundled assets. Code Splitting allows for loading parts of the application on demand. Through ""loaders"", modules can be CommonJs, AMD, ES6 modules, CSS, Images, JSON, Coffeescript, LESS, ... and your custom stuff.",63827,https://github.com/webpack/webpack,"['javascript', 'web-performance', 'webpack', 'web', 'es6', 'compiler', 'commonjs', 'amd', 'es2015', 'plugins', 'javascript-compiler', 'build-tool', 'loaders', 'module-bundler', 'esm', 'javascript-modules']"
4,Compiler,gatsbyjs,gatsby,"The best React-based framework with performance, scalability and security built in.",54869,https://github.com/gatsbyjs/gatsby,"['react', 'blog', 'graphql', 'static-site-generator', 'compiler', 'web-app', 'gatsby']"
5,Compiler,JetBrains,kotlin,The Kotlin Programming Language.,46619,https://github.com/JetBrains/kotlin,"['kotlin', 'programming-language', 'compiler', 'kotlin-library', 'maven-plugin', 'gradle-plugin', 'intellij-plugin']"
6,Compiler,parcel-bundler,parcel,The zero configuration build tool for the web. 📦🚀,42881,https://github.com/parcel-bundler/parcel,"['javascript', 'css', 'html', 'web', 'modules', 'es6', 'compiler', 'assets', 'commonjs', 'build-tool', 'module-bundler']"
7,Compiler,babel,babel,🐠 Babel is a compiler for writing next generation JavaScript.,42714,https://github.com/babel/babel,"['javascript', 'babel', 'es6', 'compiler', 'es2015', 'ast', 'flavortown']"
8,Compiler,FuelLabs,sway,🌴 Empowering everyone to build reliable and efficient smart contracts.,39288,https://github.com/FuelLabs/sway,"['language', 'compiler', 'fuel', 'sway']"
9,Compiler,evanw,esbuild,An extremely fast bundler for the web,36557,https://github.com/evanw/esbuild,"['react', 'javascript', 'css', 'bundler', 'typescript', 'compiler', 'jsx', 'commonjs', 'minifier', 'tsx', 'esm']"
10,Compiler,vlang,v,"Simple, fast, safe, compiled language for developing maintainable software. Compiles itself in <1s with zero library dependencies. Supports automatic C => V translation. https://vlang.io",35020,https://github.com/vlang/v,"['language', 'programming-language', 'compiler', 'v']"
11,Compiler,carbon-language,carbon-lang,"Carbon Language's main repository: documents, design, implementation, and related tools. (NOTE: Carbon Language is experimental; see README)",31761,https://github.com/carbon-language/carbon-lang,"['language', 'programming-language', 'experimental', 'compiler', 'cpp', 'experimental-language', 'carbon-lang']"
12,Compiler,markedjs,marked,A markdown parser and compiler. Built for speed.,31118,https://github.com/markedjs/marked,"['markdown', 'gfm', 'parser', 'compiler', 'commonmark', 'hacktoberfest']"
13,Compiler,swc-project,swc,Rust-based platform for the Web,29192,https://github.com/swc-project/swc,"['javascript', 'rust', 'parser', 'babel', 'typescript', 'compiler', 'ecmascript', 'swc', 'typescript-compiler', 'typescript-parser', 'ecmascript-parser']"
14,Compiler,ziglang,zig,"General-purpose programming language and toolchain for maintaining robust, optimal, and reusable software.",27782,https://github.com/ziglang/zig,"['language', 'compiler', 'zig']"
15,Compiler,typst,typst,A new markup-based typesetting system that is powerful and easy to learn.,24506,https://github.com/typst/typst,"['compiler', 'markup', 'typesetting']"
16,Compiler,vercel,pkg,Package your Node.js project into an executable,24087,https://github.com/vercel/pkg,"['nodejs', 'cli', 'compiler', 'binaries']"
17,Compiler,v8,v8,The official mirror of the V8 Git repository,22137,https://github.com/v8/v8,"['javascript', 'interpreter', 'compiler', 'virtual-machine', 'javascript-engine']"
18,Compiler,oracle,graal,"GraalVM compiles Java applications into native executables that start instantly, scale fast, and use fewer compute resources 🚀",19358,https://github.com/oracle/graal,"['java', 'compiler', 'aot', 'graalvm']"
19,Compiler,AssemblyScript,assemblyscript,A TypeScript-like language for WebAssembly.,16148,https://github.com/AssemblyScript/assemblyscript,"['typescript', 'compiler', 'webassembly', 'wasm', 'assemblyscript']"
0,Continuous integration,localstack,localstack,💻 A fully functional local AWS cloud stack. Develop and test your cloud & Serverless apps offline,50684,https://github.com/localstack/localstack,"['python', 'testing', 'aws', 'cloud', 'continuous-integration', 'developer-tools', 'localstack']"
1,Continuous integration,harness,gitness,"Gitness is an Open Source developer platform with Source Control management, Continuous Integration and Continuous Delivery.",30906,https://github.com/harness/gitness,"['git', 'go', 'docker', 'continuous-integration', 'continuous-delivery', 'ci', 'build-pipelines', 'build-automation', 'ci-cd', 'scm', 'hacktoberfest']"
2,Continuous integration,jenkinsci,jenkins,Jenkins automation server,21836,https://github.com/jenkinsci/jenkins,"['java', 'jenkins', 'groovy', 'devops', 'pipelines-as-code', 'continuous-integration', 'continuous-delivery', 'continuous-deployment', 'cicd', 'hacktoberfest']"
3,Continuous integration,auchenberg,volkswagen,"🙈 Volkswagen detects when your tests are being run in a CI server, and makes them pass.",12793,https://github.com/auchenberg/volkswagen,"['nodejs', 'ci-server', 'continuous-integration', 'cheat', 'defeat', 'javascipt', 'volkswagen']"
4,Continuous integration,dagger,dagger,Application Delivery as Code that Runs Anywhere,9414,https://github.com/dagger/dagger,"['docker', 'devops', 'deployment', 'continuous-integration', 'continuous-delivery', 'containers', 'continuous-deployment', 'ci-cd', 'buildkit']"
5,Continuous integration,openshift,origin,Conformance test suite for OpenShift,8398,https://github.com/openshift/origin,"['go', 'kubernetes', 'devops', 'openshift', 'continuous-integration', 'continuous-delivery', 'containers', 'continuous-deployment', 'openshift-origin', 'paas', 'caas', 'ci-cd']"
6,Continuous integration,concourse,concourse,Concourse is a container-based continuous thing-doer written in Go.,7066,https://github.com/concourse/concourse,"['go', 'continuous-integration', 'continuous-delivery', 'ci', 'elm', 'pipelines', 'ci-cd', 'concourse', 'hacktoberfest']"
7,Continuous integration,gocd,gocd,Main repository for GoCD - Continuous Delivery server,6949,https://github.com/gocd/gocd,"['continuous-integration', 'continuous-delivery', 'ci', 'cd', 'continuous-deployment', 'ci-cd', 'continuous-testing', 'infrastructure-as-code', 'gocd', 'continuous-delivery-server']"
8,Continuous integration,milanm,DevOps-Roadmap,DevOps Roadmap for 2023. with learning resources,6746,https://github.com/milanm/DevOps-Roadmap,"['python', 'go', 'linux', 'docker', 'kubernetes', 'computer-science', 'aws', 'devops', 'roadmap', 'jira', 'continuous-integration', 'azure', 'grafana', 'prometheus', 'sre', 'study-plan', 'continous-delivery', 'developer-roadmap', 'devops-roadmap']"
9,Continuous integration,gaia-pipeline,gaia,Build powerful pipelines in any programming language.,5137,https://github.com/gaia-pipeline/gaia,"['ruby', 'python', 'java', 'go', 'kubernetes', 'devops', 'distributed-systems', 'automation', 'build', 'deployment', 'cplusplus', 'pipeline', 'continuous-integration', 'continuous-delivery', 'continuous-testing', 'devops-tools', 'gitops']"
10,Continuous integration,buildbot,buildbot,Python-based continuous integration testing framework; your pull requests are more than welcome!,5119,https://github.com/buildbot/buildbot,"['python', 'continuous-integration', 'ci', 'ci-framework']"
11,Continuous integration,Strider-CD,strider,Open Source Continuous Integration & Deployment Server,4587,https://github.com/Strider-CD/strider,"['nodejs', 'emberjs', 'angular', 'continuous-integration', 'web-app', 'continuous-deployment']"
12,Continuous integration,jenkins-x,jx,Jenkins X provides automated CI+CD for Kubernetes with Preview Environments on Pull Requests using Cloud Native pipelines from Tekton,4462,https://github.com/jenkins-x/jx,"['kubernetes', 'golang', 'devops', 'pipeline', 'openshift', 'continuous-integration', 'continuous-delivery', 'accelerator', 'cicd', 'hacktoberfest', 'environments', 'gitops', 'tekton']"
13,Continuous integration,ovh,cds,Enterprise-Grade Continuous Delivery & DevOps Automation Open Source Platform,4353,https://github.com/ovh/cds,"['golang', 'devops', 'automation', 'continuous-integration', 'continuous-delivery', 'continuous-deployment', 'hacktoberfest', 'devops-workflow']"
14,Continuous integration,JamesIves,github-pages-deploy-action,🚀 Automatically deploy your project to GitHub Pages using GitHub Actions. This action can be configured to push your production-ready code into any branch you'd like.,3949,https://github.com/JamesIves/github-pages-deploy-action,"['github-enterprise', 'github-pages', 'workflow', 'deployment', 'deployer', 'gh-pages', 'continuous-integration', 'continuous-delivery', 'deploy', 'continuous-deployment', 'static', 'actions', 'action', 'cicd', 'ghpages', 'ssg', 'github-actions', 'github-action', 'workflow-runs', 'workflow-configuration']"
15,Continuous integration,iterative,cml,♾️ CML - Continuous Machine Learning | CI/CD for ML,3873,https://github.com/iterative/cml,"['cli', 'data-science', 'machine-learning', 'continuous-integration', 'continuous-delivery', 'ci', 'gitlab-ci', 'ci-cd', 'developer-tools', 'cicd', 'hacktoberfest', 'bitbucket-pipelines', 'github-actions']"
16,Continuous integration,xcpretty,xcpretty,Flexible and fast xcodebuild formatter,3873,https://github.com/xcpretty/xcpretty,"['ios', 'continuous-integration', 'ci']"
